Prod. year,Cylinders,Airbags,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Drive wheels,Doors,Wheel,Color
2010,4.0,4,836,HYUNDAI,Sonata,Sedan,Yes,LPG,2,81248 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,12,-,BMW,328,Sedan,Yes,Petrol,2.0 Turbo,26000 km,Tiptronic,4x4,04-May,Left wheel,White
1995,5.0,0,-,HONDA,Civic,Hatchback,No,CNG,1.5,0 km,Manual,Front,04-May,Left wheel,Red
2015,4.0,4,697,HONDA,Civic,Sedan,Yes,Petrol,1.8,100658 km,Automatic,Front,04-May,Left wheel,Silver
2012,6.0,12,1058,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,138766 km,Automatic,4x4,04-May,Left wheel,Silver
1999,4.0,4,-,OPEL,Vectra b,Sedan,No,Petrol,1.8,1000 km,Manual,Front,04-May,Left wheel,Grey
2010,6.0,8,1399,NISSAN,Quest,Minivan,Yes,Petrol,3.5,70000 km,Automatic,Front,04-May,Left wheel,Silver
2015,6.0,12,1273,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,71939 km,Automatic,4x4,04-May,Left wheel,Black
2013,4.0,4,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,48088 km,Automatic,Front,04-May,Left wheel,Grey
2018,4.0,12,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,0,474,FIAT,500,Hatchback,Yes,Petrol,1.4,49000 km,Automatic,Front,04-May,Left wheel,Black
2015,6.0,0,1104,BMW,X5,Jeep,Yes,Diesel,3,201056 km,Automatic,4x4,04-May,Left wheel,Black
2011,6.0,12,1172,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,368064 km,Automatic,4x4,04-May,Left wheel,Grey
2016,6.0,12,1292,LAND ROVER,Range Rover,Jeep,Yes,Diesel,3,84110 km,Automatic,4x4,04-May,Left wheel,Black
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2,719847 km,Automatic,Front,04-May,Left wheel,Orange
2012,8.0,0,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,150909 km,Automatic,4x4,04-May,Left wheel,Black
2004,6.0,10,-,GMC,Envoy,Jeep,Yes,Petrol,4.2,260000 km,Automatic,4x4,>5,Left wheel,Green
2002,4.0,4,-,FORD,Transit,Microbus,No,Diesel,2.0 Turbo,15000 km,Manual,Front,04-May,Left wheel,Silver
2010,4.0,12,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,73402 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,12,501,FORD,Fusion,Sedan,Yes,Petrol,1.5 Turbo,133260 km,Automatic,Front,04-May,Left wheel,Silver
2017,4.0,4,831,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,98000 km,Automatic,Front,04-May,Left wheel,White
2012,4.0,8,-,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,122000 km,Tiptronic,Front,04-May,Left wheel,Black
2011,4.0,4,707,CHEVROLET,Cruze,Sedan,Yes,Diesel,2,162001 km,Automatic,Front,04-May,Left wheel,White
2009,4.0,8,878,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,162024 km,Automatic,Front,04-May,Left wheel,Red
2014,6.0,12,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,142400 km,Tiptronic,Rear,04-May,Left wheel,White
2010,6.0,12,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,382746 km,Automatic,4x4,04-May,Left wheel,Silver
2013,6.0,12,1055,FORD,Explorer,Jeep,Yes,Petrol,3.5,122128 km,Automatic,Front,04-May,Left wheel,Grey
2010,4.0,8,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,226000 km,Automatic,Front,04-May,Left wheel,Blue
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,Petrol,2,64512 km,Automatic,Front,04-May,Left wheel,Grey
2010,6.0,12,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,239224 km,Automatic,4x4,04-May,Left wheel,Black
2001,4.0,2,-,MERCEDES-BENZ,CLK 230,Coupe,No,Petrol,2.3,236687 km,Manual,Rear,02-Mar,Left wheel,Black
1996,4.0,2,-,RENAULT,Twingo,Hatchback,No,Petrol,1.2,111000 km,Manual,Front,02-Mar,Left wheel,Blue
2014,8.0,12,1190,AUDI,RS7,Hatchback,Yes,Petrol,4,98446 km,Automatic,4x4,04-May,Left wheel,White
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,287140 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,4,891,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,84506 km,Automatic,Front,04-May,Left wheel,Silver
2005,4.0,4,-,SUZUKI,Liana,Universal,No,Diesel,1.4 Turbo,162000 km,Manual,Front,04-May,Left wheel,Silver
2012,6.0,12,1058,TOYOTA,Camry,Sedan,Yes,Petrol,3.5,132165 km,Automatic,Front,04-May,Left wheel,Grey
2014,4.0,7,-,TOYOTA,Prius C,Sedan,No,Hybrid,1.5,51000 km,Variator,Front,04-May,Right-hand drive,White
1996,3.0,0,1719,MITSUBISHI,Minica,Pickup,No,Petrol,0.7,60600 km,Manual,4x4,02-Mar,Right-hand drive,White
2012,6.0,12,1058,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,245762 km,Automatic,4x4,04-May,Left wheel,Black
2002,4.0,5,-,MITSUBISHI,Colt,Sedan,No,Petrol,1.5,18065445 km,Tiptronic,Front,04-May,Right-hand drive,Black
2013,6.0,12,1055,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800 km,Automatic,Rear,04-May,Left wheel,Grey
2012,6.0,6,-,CHEVROLET,Impala,Sedan,No,Petrol,3.6,180000 km,Automatic,Front,04-May,Left wheel,Black
1990,4.0,0,-,UAZ,31514,Pickup,No,Petrol,2,500000 km,Manual,4x4,04-May,Left wheel,Black
2010,4.0,4,1099,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,93376 km,Automatic,Front,04-May,Left wheel,Black
2016,6.0,12,1493,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,77205 km,Automatic,Rear,04-May,Left wheel,Grey
2010,6.0,12,-,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,85000 km,Automatic,Front,04-May,Left wheel,Grey
2015,4.0,12,900,BUICK,Century,Sedan,Yes,Petrol,2.4,105403 km,Automatic,Front,04-May,Left wheel,White
2015,3.0,16,494,MITSUBISHI,Mirage,Hatchback,No,Petrol,1.2,80000 km,Tiptronic,Front,04-May,Left wheel,Blue
2016,4.0,4,1091,CHEVROLET,Impala,Sedan,Yes,Petrol,2.5,87722 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,0,751,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,126690 km,Automatic,Front,04-May,Left wheel,Silver
2001,8.0,12,3910,GMC,Acadia,Pickup,Yes,Petrol,4.8,335739 km,Automatic,Rear,04-May,Left wheel,Green
2011,4.0,12,707,VOLKSWAGEN,Golf,Hatchback,Yes,Diesel,2,129651 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,4,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,112843 km,Automatic,Front,04-May,Left wheel,Grey
2011,4.0,4,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,45898 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,12,481,FORD,Fusion,Sedan,Yes,Hybrid,2,40157 km,Automatic,Front,04-May,Left wheel,Black
2009,4.0,2,-,NISSAN,Tiida,Hatchback,No,Petrol,1.5,106000 km,Variator,Front,04-May,Right-hand drive,White
2014,4.0,4,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,139328 km,Automatic,Front,04-May,Left wheel,Silver
1998,4.0,6,-,OPEL,Sintra,Minivan,No,Petrol,2.2,30000 km,Manual,Front,>5,Left wheel,Red
2007,6.0,6,-,MERCEDES-BENZ,C 230,Sedan,Yes,Petrol,2.5,262000 km,Automatic,Rear,04-May,Left wheel,Silver
2016,6.0,12,1533,DODGE,Journey,Jeep,Yes,Petrol,3.6,174730 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,12,900,CHRYSLER,200,Sedan,Yes,Petrol,2.4,0 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,8,-,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,79000 km,Tiptronic,Front,04-May,Left wheel,Blue
1998,6.0,0,-,TOYOTA,Hilux Surf,Jeep,No,Petrol,3.4,262000 km,Automatic,4x4,04-May,Right-hand drive,Black
2012,4.0,4,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,130658 km,Automatic,Front,04-May,Left wheel,White
2012,4.0,12,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,314373 km,Automatic,Front,04-May,Left wheel,Grey
2019,6.0,12,-,TOYOTA,Land Cruiser Prado,Jeep,No,Diesel,3.0 Turbo,0 km,Automatic,4x4,04-May,Left wheel,White
1985,4.0,1,-,MERCEDES-BENZ,208,Universal,No,Diesel,2.5,1111111 km,Manual,Rear,04-May,Left wheel,Black
2009,5.0,6,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,3200 km,Automatic,Front,>5,Left wheel,White
2004,6.0,8,-,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,130000 km,Tiptronic,Rear,04-May,Right-hand drive,Silver
2015,4.0,12,353,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,137600 km,Variator,Front,04-May,Left wheel,White
2009,8.0,12,-,BMW,X6,Jeep,Yes,Petrol,4.4 Turbo,960000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2014,4.0,8,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,74000 km,Automatic,Front,04-May,Left wheel,Red
2011,4.0,4,769,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,88565 km,Automatic,Front,04-May,Left wheel,Grey
2017,4.0,4,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,100900 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,4,-,RENAULT,Megane,Universal,No,Diesel,1.5 Turbo,300000 km,Manual,Front,04-May,Left wheel,White
2012,4.0,12,753,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,98000 km,Tiptronic,Front,04-May,Left wheel,Red
2014,4.0,6,-,TOYOTA,Camry,Coupe,No,Petrol,2.5,92000 km,Tiptronic,Front,02-Mar,Left wheel,Blue
2013,4.0,4,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,53729 km,Automatic,Front,04-May,Left wheel,Black
2017,4.0,8,-,TOYOTA,Fortuner,Jeep,No,Petrol,2.7,20000 km,Tiptronic,4x4,04-May,Left wheel,White
2013,4.0,0,585,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,188194 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,4,595,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,67000 km,Automatic,Front,04-May,Left wheel,Black
2012,4.0,4,586,LEXUS,CT 200h,Sedan,Yes,Hybrid,1.8,47286 km,Automatic,Front,04-May,Left wheel,Grey
2003,6.0,4,-,MITSUBISHI,Airtrek,Jeep,No,Petrol,2.0 Turbo,14500 km,Tiptronic,4x4,04-May,Left wheel,Silver
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2,505900 km,Automatic,Front,04-May,Left wheel,Orange
2011,4.0,4,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,89323 km,Automatic,Front,04-May,Left wheel,Silver
2015,6.0,8,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,186000 km,Tiptronic,Front,04-May,Left wheel,White
2016,4.0,10,1091,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,99200 km,Tiptronic,4x4,04-May,Left wheel,Black
2015,4.0,12,934,MAZDA,1000,Sedan,Yes,Petrol,2.5,142800 km,Automatic,Front,04-May,Left wheel,Grey
2007,4.0,8,-,MERCEDES-BENZ,B 170,Sedan,No,Petrol,1.7,142000 km,Tiptronic,Front,04-May,Right-hand drive,Silver
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 km,Automatic,Front,04-May,Left wheel,Black
2005,6.0,8,-,SUZUKI,Grand Vitara,Jeep,No,Petrol,2.7 Turbo,170000 km,Manual,Rear,04-May,Left wheel,Grey
2008,4.0,4,-,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.2 Turbo,200000 km,Manual,Rear,04-May,Left wheel,White
2011,8.0,0,1514,LEXUS,GX 470,Sedan,Yes,Petrol,4.6,202048 km,Automatic,4x4,04-May,Left wheel,White
2014,4.0,0,473,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,105070 km,Automatic,Front,04-May,Left wheel,Silver
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,354569 km,Automatic,Front,04-May,Left wheel,Orange
2004,6.0,8,-,BMW,X5,Jeep,Yes,CNG,3,16000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2008,6.0,8,-,BMW,X5,Jeep,Yes,Petrol,3.0 Turbo,208000 km,Automatic,4x4,04-May,Left wheel,Blue
2014,6.0,12,1053,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,94362 km,Automatic,Rear,04-May,Left wheel,White
2017,4.0,4,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,60646 km,Automatic,Front,04-May,Left wheel,Grey
2006,8.0,10,-,BMW,X5,Jeep,Yes,Petrol,4.4,220000 km,Tiptronic,4x4,04-May,Left wheel,Black
2013,4.0,9,-,TOYOTA,Prius s,Hatchback,Yes,Hybrid,1.8,100000 km,Variator,Front,04-May,Right-hand drive,Silver
2010,6.0,12,1399,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,172659 km,Automatic,4x4,04-May,Left wheel,White
2019,4.0,12,830,TOYOTA,Yaris,Sedan,Yes,Petrol,1.5,27656 km,Automatic,Front,04-May,Left wheel,White
2011,6.0,12,1018,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3,273186 km,Automatic,Rear,04-May,Left wheel,White
2015,4.0,12,765,LEXUS,NX 200,Jeep,Yes,Petrol,2,109336 km,Automatic,4x4,04-May,Left wheel,Grey
1999,4.0,4,-,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2,252026 km,Manual,Front,04-May,Left wheel,Black
2008,4.0,0,2278,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,147000 km,Automatic,Front,04-May,Right-hand drive,Silver
2014,4.0,8,584,TOYOTA,Corolla,Sedan,No,Petrol,1.8,87000 km,Variator,Front,04-May,Left wheel,White
2008,4.0,12,843,TOYOTA,Prius,Sedan,No,Hybrid,1.5,248383 km,Automatic,Front,04-May,Left wheel,Blue
2013,4.0,8,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6 Turbo,75000 km,Tiptronic,4x4,04-May,Left wheel,Grey
2011,4.0,0,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,32974 km,Automatic,Front,04-May,Left wheel,Silver
2012,6.0,12,919,BMW,730,Sedan,Yes,Petrol,3,140096 km,Tiptronic,Rear,04-May,Left wheel,Black
2007,4.0,4,1047,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,126184 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,0,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,122302 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,4,749,JEEP,Compass,Jeep,Yes,Petrol,2.4,32769 km,Automatic,Front,04-May,Left wheel,Black
2017,6.0,0,1714,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,39814 km,Automatic,Rear,04-May,Left wheel,Black
2014,4.0,0,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,110958 km,Automatic,Front,04-May,Left wheel,Black
2002,5.0,4,-,MERCEDES-BENZ,E 270,Sedan,Yes,Diesel,2.7 Turbo,350000 km,Tiptronic,Rear,04-May,Left wheel,Blue
2000,4.0,8,-,BMW,318,Sedan,No,CNG,1.9,0 km,Manual,Rear,04-May,Left wheel,Silver
2010,4.0,6,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,19000 km,Automatic,Front,04-May,Left wheel,Grey
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,417661 km,Automatic,Front,04-May,Left wheel,Silver
2013,4.0,0,640,AUDI,A4,Sedan,Yes,Petrol,2,157584 km,Automatic,4x4,04-May,Left wheel,Black
2010,4.0,4,836,DAEWOO,Lacetti,Sedan,Yes,Diesel,2,53223 km,Automatic,Front,04-May,Left wheel,Grey
2012,4.0,4,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,68000 km,Automatic,Front,04-May,Left wheel,Blue
2011,4.0,6,-,DODGE,Caliber,Hatchback,Yes,Petrol,2,110000 km,Automatic,4x4,04-May,Left wheel,Black
2008,4.0,4,1347,HYUNDAI,H1,Universal,Yes,Diesel,2.5,234278 km,Automatic,Front,04-May,Left wheel,Yellow
2006,4.0,8,-,HYUNDAI,Getz,Hatchback,No,Petrol,1.4,0 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,6,-,HYUNDAI,IX35,Jeep,No,Petrol,2,52000 km,Automatic,4x4,04-May,Left wheel,Black
2011,4.0,6,-,HONDA,FIT,Hatchback,No,Petrol,1.5,152000 km,Variator,Front,04-May,Right-hand drive,Black
2013,4.0,12,585,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,321616 km,Automatic,Front,04-May,Left wheel,Red
2010,6.0,0,1211,BMW,328 i,Sedan,Yes,Petrol,3.0 Turbo,94000 km,Tiptronic,4x4,04-May,Left wheel,Sky blue
2007,4.0,2,-,TOYOTA,VOXY,Minivan,No,LPG,2,180000 km,Automatic,4x4,04-May,Right-hand drive,Black
2012,4.0,4,642,TOYOTA,Aqua,Sedan,Yes,Petrol,2,78200 km,Automatic,Front,04-May,Left wheel,Blue
2018,6.0,12,-,MERCEDES-BENZ,"GLE 400 Coupe, AMG Kit",Jeep,Yes,Petrol,3.0 Turbo,20000 km,Automatic,4x4,04-May,Left wheel,Silver
2012,4.0,4,642,HYUNDAI,Sonata,Sedan,Yes,LPG,2,36545 km,Automatic,Front,04-May,Left wheel,White
1996,4.0,2,1368,RENAULT,Megane 19,Coupe,No,Petrol,1.6,170000 km,Manual,Front,02-Mar,Left wheel,Red
2000,4.0,6,-,NISSAN,Patrol,Jeep,No,Diesel,3.0 Turbo,320000 km,Manual,4x4,04-May,Left wheel,Blue
2012,6.0,6,-,JEEP,Liberty,Jeep,No,Petrol,3.7,124670 km,Automatic,4x4,04-May,Left wheel,Grey
2015,4.0,12,456,LEXUS,ES 350,Sedan,Yes,Hybrid,2.5,40386 km,Automatic,Front,04-May,Left wheel,White
2014,6.0,0,-,BMW,528,Sedan,Yes,Petrol,2.0 Turbo,80000 km,Tiptronic,Rear,04-May,Left wheel,Silver
2012,6.0,12,1086,CHEVROLET,Impala,Sedan,Yes,Petrol,3.6,128195 km,Automatic,Front,04-May,Left wheel,Black
2010,6.0,12,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,167222 km,Automatic,4x4,04-May,Left wheel,Black
2015,4.0,0,382,FORD,Fusion,Sedan,Yes,Hybrid,2,367720 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,0,333,FORD,Fusion,Sedan,Yes,Hybrid,2,124493 km,Automatic,Front,04-May,Left wheel,White
2011,4.0,4,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,52249 km,Automatic,Front,04-May,Left wheel,Grey
2004,8.0,10,-,BMW,X5,Jeep,Yes,Petrol,4.4,194000 km,Tiptronic,4x4,04-May,Left wheel,Blue
2018,4.0,4,1079,HONDA,Civic,Sedan,Yes,Petrol,2,38639 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,12,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124184 km,Automatic,Front,04-May,Left wheel,Silver
2013,4.0,12,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,492642 km,Automatic,Front,04-May,Left wheel,Silver
2010,4.0,12,761,TOYOTA,Prius,Sedan,No,Hybrid,1.8,165000 km,Automatic,Front,04-May,Left wheel,Black
2009,4.0,10,658,OPEL,Corsa,Hatchback,No,Diesel,1.3 Turbo,181179 km,Manual,Front,04-May,Left wheel,Black
2016,4.0,4,690,HONDA,Civic,Sedan,Yes,Petrol,1.5,25439 km,Automatic,Front,04-May,Left wheel,Grey
2012,4.0,0,781,TOYOTA,Camry,Sedan,No,Petrol,2.5,102088 km,Automatic,Front,04-May,Left wheel,Grey
2010,6.0,12,-,BMW,X5 XDRIVE,Jeep,Yes,Diesel,3.0 Turbo,162000 km,Automatic,4x4,04-May,Left wheel,White
2017,4.0,0,1017,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2,43651 km,Automatic,Front,04-May,Left wheel,Silver
1995,4.0,2,-,MAZDA,323 F,Hatchback,Yes,Petrol,1.5,147000 km,Manual,Front,04-May,Left wheel,Silver
2013,4.0,12,751,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,216118 km,Automatic,Front,04-May,Left wheel,Grey
2016,8.0,0,1935,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,155976 km,Automatic,4x4,04-May,Left wheel,White
2012,6.0,12,1058,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,224118 km,Automatic,4x4,04-May,Left wheel,White
2016,6.0,12,1493,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,65981 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,4,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,107483 km,Automatic,Front,04-May,Left wheel,Silver
1997,6.0,6,-,ISUZU,VehiCross,Jeep,Yes,Petrol,3.2,240000 km,Automatic,4x4,02-Mar,Left wheel,Grey
2014,6.0,12,-,TOYOTA,Highlander XLE,Jeep,Yes,Petrol,3.5,130000 km,Tiptronic,4x4,04-May,Left wheel,White
2014,4.0,4,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,212762 km,Automatic,Front,04-May,Left wheel,Silver
2000,4.0,2,-,OPEL,Vectra b,Hatchback,No,Diesel,2.0 Turbo,11111 km,Manual,Front,04-May,Left wheel,Red
1998,6.0,4,-,HONDA,Passport,Jeep,No,Petrol,3.2,0 km,Automatic,4x4,04-May,Left wheel,White
2005,6.0,8,-,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,238357 km,Tiptronic,4x4,04-May,Left wheel,Silver
2016,4.0,8,891,HYUNDAI,Elantra SE,Sedan,No,Petrol,2,81302 km,Automatic,Front,04-May,Left wheel,Red
2003,4.0,0,-,MITSUBISHI,Colt,Sedan,No,Petrol,1.5,140000 km,Automatic,4x4,04-May,Right-hand drive,Black
2012,4.0,4,475,FIAT,500,Coupe,Yes,Petrol,1.4,138000 km,Automatic,Front,02-Mar,Left wheel,Silver
2013,6.0,12,917,AUDI,Q7,Jeep,Yes,Diesel,3,194342 km,Automatic,4x4,04-May,Left wheel,White
2013,6.0,6,-,MERCEDES-BENZ,G 350,Jeep,Yes,Diesel,3.0 Turbo,94000 km,Automatic,4x4,04-May,Left wheel,Black
2015,8.0,0,1646,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,106918 km,Automatic,4x4,04-May,Left wheel,Black
2005,6.0,8,-,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,256000 km,Tiptronic,4x4,04-May,Left wheel,Golden
2010,6.0,12,1399,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,138211 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,7,639,HYUNDAI,Elantra GT,Hatchback,Yes,Petrol,2,105000 km,Tiptronic,Front,04-May,Left wheel,Blue
2000,4.0,4,-,VOLKSWAGEN,Golf 1.8,Hatchback,No,Petrol,1.8,190000 km,Automatic,Front,04-May,Right-hand drive,Black
2015,6.0,12,1273,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,82819 km,Automatic,4x4,04-May,Left wheel,Silver
2011,4.0,8,-,CITROEN,DS 4,Hatchback,Yes,Petrol,1.6 Turbo,128000 km,Automatic,Front,04-May,Right-hand drive,Grey
2003,6.0,12,-,MERCEDES-BENZ,E 320,Sedan,Yes,Diesel,3.2 Turbo,261086 km,Tiptronic,Rear,04-May,Left wheel,Black
2010,4.0,4,761,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.8,147398 km,Automatic,Front,04-May,Left wheel,Grey
2008,6.0,6,-,INFINITI,EX35,Jeep,Yes,Petrol,3.5,139200 km,Tiptronic,Rear,04-May,Left wheel,Blue
2010,4.0,4,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2,173177 km,Automatic,Front,04-May,Left wheel,White
2005,4.0,10,-,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8 Turbo,179760 km,Automatic,Front,04-May,Left wheel,Silver
2016,4.0,12,891,LEXUS,IS 200,Sedan,Yes,Petrol,2,68286 km,Automatic,Rear,04-May,Left wheel,Grey
2015,8.0,0,1646,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,102907 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,0,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,128000 km,Tiptronic,Front,04-May,Left wheel,Black
2006,6.0,8,-,MERCEDES-BENZ,E 200,Sedan,Yes,Diesel,2.2,270000 km,Tiptronic,Rear,04-May,Left wheel,Sky blue
2003,6.0,4,-,NISSAN,Elgrand,Minivan,No,LPG,3.5,155000 km,Tiptronic,4x4,04-May,Right-hand drive,Golden
2016,4.0,12,891,HYUNDAI,Elantra,Hatchback,Yes,Petrol,2,47074 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,4,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,119595 km,Automatic,Front,04-May,Left wheel,White
2012,4.0,10,-,LEXUS,CT 200h F SPORT,Hatchback,Yes,Hybrid,1.8,157000 km,Tiptronic,Front,04-May,Left wheel,Black
2010,6.0,12,1399,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,138211 km,Automatic,4x4,04-May,Left wheel,Black
1998,4.0,2,-,FORD,Transit,Microbus,No,Diesel,2.5 Turbo,326729 km,Manual,Rear,04-May,Left wheel,Grey
2014,4.0,4,446,HONDA,FIT,Hatchback,Yes,Petrol,1.3,50000 km,Automatic,Front,04-May,Left wheel,Black
2008,4.0,2,-,TOYOTA,Prius,Sedan,No,Hybrid,1.5,223560 km,Automatic,Front,04-May,Left wheel,White
2004,6.0,12,-,BMW,X5,Jeep,Yes,Petrol,3,155087 km,Tiptronic,4x4,04-May,Left wheel,Black
2016,8.0,0,2297,MERCEDES-BENZ,GLE 63 AMG,Jeep,Yes,Petrol,5.5,17584 km,Automatic,4x4,04-May,Left wheel,Black
2007,4.0,4,-,FORD,Transit,Microbus,No,Diesel,2.2 Turbo,160000 km,Manual,Front,04-May,Left wheel,Silver
1998,6.0,2,-,MERCEDES-BENZ,Sprinter,Microbus,Yes,CNG,3.2 Turbo,800000 km,Manual,Rear,04-May,Left wheel,White
2015,4.0,4,697,HONDA,Civic,Sedan,Yes,Petrol,1.8,24696 km,Automatic,Front,04-May,Left wheel,Red
